date,sales_rep_id,total_sales_amount,deals_closed,customer_satisfaction_score
2022-10-11,REP-113,133976.18,30,3.8
2022-05-23,REP-312,480345.39,43,4.5
2023-02-22,REP-434,33164.35,20,1.4
2022-03-12,REP-482,42925.13,15,1.8
2022-06-13,REP-623,224561.85,10,3.6
2023-01-29,REP-527,203812.88,30,1.7
2022-07-04,REP-444,348702.26,41,1.5
2022-06-21,REP-352,173376.28,15,1.9
2022-12-07,REP-609,398759.86,25,3.6
2022-09-28,REP-655,460807.04,50,4.7
2022-04-20,REP-875,292597.83,44,1.5
2022-05-25,REP-361,309004.44,37,4.8
2023-01-24,REP-835,248213.65,39,1.8
2022-09-04,REP-896,467170.22,7,2.4
2022-06-01,REP-470,11442.88,47,4.9
2022-05-15,REP-677,291428.64,23,1.8
2022-04-14,REP-801,64099.9,29,2.8
2022-06-04,REP-510,439989.18,2,3.4
2023-04-08,REP-609,400485.71,40,4.3
2022-06-18,REP-775,303164.56,13,4.9
2022-07-02,REP-766,446863.5,9,4.3
2022-06-15,REP-741,276481.89,24,2.8
2022-12-21,REP-935,95217.42,46,3.2
2023-03-05,REP-564,256023.91,5,4.0
2022-03-02,REP-354,155028.91,32,4.2
2022-07-16,REP-198,340301.73,29,4.2
2022-01-18,REP-936,95552.35,41,2.5
2023-01-27,REP-884,331593.77,37,4.9
2022-06-12,REP-110,124457.74,17,4.3
2022-05-28,REP-962,95250.85,21,3.9
2022-06-10,REP-187,19828.7,3,4.9
2022-05-09,REP-674,155508.62,2,3.6
2022-02-26,REP-289,335939.17,19,1.5
2022-03-28,REP-689,195037.98,46,4.1
2022-01-19,REP-841,254790.27,8,1.7
2023-03-28,REP-667,282413.23,11,1.9
2022-08-05,REP-863,327669.0,11,4.5
2022-11-25,REP-316,93876.98,3,3.9
2022-08-13,REP-844,207913.26,50,3.7
2022-11-05,REP-876,407139.83,13,3.2
2023-02-23,REP-860,375789.5,41,2.3
2023-01-16,REP-948,176125.9,48,2.7
2022-09-21,REP-619,202709.16,17,3.2
2022-03-14,REP-494,196528.85,12,4.5
2022-10-27,REP-917,20272.31,36,1.3
2022-01-20,REP-194,262869.72,33,4.2
2022-10-03,REP-941,20242.24,10,2.2
2023-03-26,REP-262,279743.67,15,4.3
2023-03-27,REP-592,162038.74,9,1.3
2023-04-13,REP-622,390949.59,39,2.3
2022-03-01,REP-349,352613.31,36,3.2
2022-08-06,REP-999,434293.08,47,4.3
2022-04-20,REP-521,297931.45,48,4.0
2022-06-12,REP-708,340120.16,10,3.4
2022-10-28,REP-554,293925.97,14,1.0
2023-03-02,REP-558,490615.33,13,4.6
2022-04-13,REP-652,34129.56,42,1.1
2023-01-28,REP-750,259349.4,18,2.0
2022-09-15,REP-787,460701.61,19,2.8
2022-07-05,REP-510,179846.74,11,2.5
2022-04-26,REP-677,218078.66,50,2.0
2022-12-23,REP-395,237609.63,9,1.7
2022-11-27,REP-552,273095.24,37,4.6
2022-06-16,REP-330,390967.74,11,4.2
2022-12-07,REP-318,244533.07,27,5.0
2023-04-06,REP-961,413377.28,42,2.8
2022-01-31,REP-227,204673.61,26,1.5
2022-04-03,REP-735,317520.3,42,2.6
2022-07-14,REP-954,193039.62,7,3.0
2023-01-16,REP-225,302681.88,42,4.4
2022-03-29,REP-878,268748.79,20,4.7
2023-03-10,REP-533,32889.59,7,2.7
2022-07-29,REP-728,475478.7,29,1.5
2022-10-25,REP-352,176386.53,38,4.0
2022-09-27,REP-689,248092.48,20,3.3
2022-02-06,REP-387,462423.34,20,2.3
2022-04-02,REP-863,278805.48,19,3.0
2022-01-19,REP-603,404980.39,8,1.9
2023-01-18,REP-948,395210.42,8,3.5
2023-02-19,REP-876,401378.47,6,3.5
2023-01-07,REP-950,439728.71,49,2.4
2023-01-04,REP-634,173750.2,7,2.3
2023-01-10,REP-939,309351.96,14,1.5
2022-04-18,REP-722,27006.42,2,3.7
2022-05-09,REP-573,141281.47,29,4.1
2022-10-21,REP-215,329493.93,2,3.6
2022-10-15,REP-718,104462.54,9,2.0
2023-04-28,REP-804,334269.91,2,3.6
2022-09-08,REP-599,425726.82,40,2.7
2022-10-02,REP-309,471042.81,26,1.3
2022-03-15,REP-756,5722.83,13,2.5
2022-01-15,REP-644,413071.24,33,1.8
2023-02-05,REP-787,232318.2,44,3.9
2022-09-01,REP-543,278013.21,39,2.9
2022-09-18,REP-328,481886.1,31,2.1
2022-04-30,REP-186,447575.76,17,3.1
2022-12-06,REP-148,287513.06,24,3.8
2022-11-04,REP-500,449425.82,35,4.4
2022-08-09,REP-188,114215.29,44,5.0
2022-06-28,REP-300,264809.38,43,2.3
2022-08-31,REP-480,177548.7,12,2.6
2022-12-30,REP-608,151602.95,12,3.9
2022-12-24,REP-757,405174.76,13,3.4
2022-04-21,REP-363,92010.05,8,1.9
2022-06-23,REP-774,443796.04,42,4.7
2022-01-07,REP-853,488239.56,7,3.1
2023-02-22,REP-198,437891.67,40,3.2
2023-03-05,REP-924,437739.66,15,3.7
2022-09-24,REP-153,489699.36,35,1.0
2022-12-04,REP-893,219710.08,33,2.6
2022-07-12,REP-307,5859.72,39,1.4
2022-09-19,REP-223,210993.5,39,1.6
2022-06-03,REP-313,54722.29,47,2.3
2022-05-03,REP-431,173858.56,2,3.0
2022-10-05,REP-652,92508.0,20,4.0
2022-10-06,REP-850,324619.84,25,4.5
2022-05-03,REP-631,38326.35,36,4.8
2022-02-16,REP-161,335370.73,41,4.3
2022-08-27,REP-111,362312.77,26,3.3
2022-10-07,REP-371,267279.3,12,1.4
2023-02-27,REP-404,162530.22,17,4.9
2022-12-25,REP-395,50487.69,4,1.2
2022-05-15,REP-947,207881.19,10,4.7
2023-02-04,REP-200,79662.08,49,1.9
2022-12-05,REP-666,77434.44,30,1.2
2023-02-17,REP-494,235757.95,38,2.1
2022-10-03,REP-228,62957.5,47,3.1
2022-05-16,REP-891,154613.29,7,1.8
2022-03-29,REP-664,78446.23,43,2.9
2023-02-12,REP-275,25341.96,29,5.0
2022-08-05,REP-778,210957.53,12,2.0
2022-11-22,REP-140,152295.5,8,4.1
2023-01-09,REP-230,399976.96,24,1.5
2023-04-15,REP-541,355712.68,40,4.5
2022-07-27,REP-707,114500.96,6,1.0
2022-12-04,REP-507,278224.84,39,2.8
2022-05-10,REP-165,433039.21,23,2.5
2022-12-20,REP-927,388829.34,22,4.0
2022-08-03,REP-817,80515.99,5,1.9
2022-11-19,REP-487,251314.96,13,3.0
2022-07-10,REP-540,435121.21,5,3.7
2023-03-21,REP-307,340035.33,49,3.6
2022-10-03,REP-890,341051.15,45,2.4
2022-02-18,REP-159,330462.16,1,3.4
2022-02-28,REP-734,468789.83,39,1.4
2022-02-16,REP-108,426699.43,9,1.0
2023-04-22,REP-166,141493.72,29,3.0
2022-07-15,REP-475,78828.0,40,3.7
2022-01-12,REP-198,409981.01,44,2.3
2022-03-14,REP-128,491082.18,13,4.8
2022-04-17,REP-904,392068.79,50,2.5
2022-01-11,REP-251,426015.61,6,5.0
2022-02-07,REP-838,354908.8,2,1.4
2022-09-15,REP-552,410994.3,43,2.8
2023-04-21,REP-351,127377.44,20,1.0
2022-09-26,REP-744,130219.55,8,4.4
2022-06-17,REP-171,184540.23,2,1.9
2022-03-25,REP-172,224762.19,24,1.8
2022-11-18,REP-830,261193.23,21,3.7
2022-10-07,REP-236,208180.46,18,4.7
2023-04-14,REP-667,378592.46,25,4.8
2022-10-16,REP-512,226002.62,7,2.0
2022-08-20,REP-780,398205.66,32,3.2
2022-01-10,REP-914,427061.2,39,4.0
2022-04-05,REP-281,29318.39,24,2.1
2023-03-16,REP-859,78475.04,44,2.1
2023-02-13,REP-983,80683.19,18,4.9
2022-10-08,REP-997,424917.29,31,2.9
2023-03-26,REP-294,118578.82,12,4.8
2023-03-08,REP-930,88995.26,36,2.7
2022-12-10,REP-134,83061.7,4,1.6
2022-09-13,REP-564,439857.73,18,1.6
2023-02-04,REP-728,126144.94,18,2.7
2022-08-03,REP-302,233958.03,41,2.9
2022-03-06,REP-149,8627.23,38,1.4
2022-10-20,REP-241,286203.35,12,2.6
2022-11-08,REP-588,400471.82,20,1.4
2022-02-23,REP-730,395043.47,47,3.2
2022-08-15,REP-211,427993.49,7,1.7
2022-05-23,REP-536,341244.94,48,2.6
2023-02-13,REP-362,477757.18,24,3.6
2022-09-20,REP-748,269523.23,19,3.0
2023-04-12,REP-799,376488.32,16,1.3
2022-12-16,REP-589,121312.28,37,1.1
2022-11-16,REP-696,288197.92,46,2.3
2022-07-18,REP-576,140676.84,33,4.4
2022-01-08,REP-544,456970.99,31,5.0
2022-08-15,REP-174,319813.88,21,1.4
2023-02-16,REP-257,19269.47,6,2.9
2022-12-23,REP-300,218421.59,48,1.1
2022-01-22,REP-318,228673.05,24,3.3
2022-12-08,REP-249,35994.07,31,3.3
2022-12-15,REP-353,99112.29,30,2.8
2023-03-22,REP-695,265084.39,34,1.1
2022-02-15,REP-218,309761.0,46,1.5
2023-03-10,REP-549,47233.56,6,4.1
2022-06-16,REP-221,91730.19,13,3.5
2022-06-09,REP-767,453146.42,48,3.6
2022-11-16,REP-424,226169.25,27,2.2
2022-11-15,REP-828,264441.66,10,2.2
2023-02-05,REP-563,316190.07,19,3.1
2022-11-11,REP-953,348246.53,14,2.7
2022-03-05,REP-112,150955.91,15,2.3
2022-03-21,REP-987,346366.85,34,3.6
2022-09-29,REP-108,124921.83,38,3.9
2022-09-12,REP-786,157530.34,43,2.6
2022-03-03,REP-125,428613.16,49,3.3
2022-04-12,REP-848,361577.38,16,3.6
2022-05-11,REP-275,403916.55,47,3.1
2022-03-13,REP-488,471815.19,37,3.9
2022-02-10,REP-921,361511.95,9,3.5
2022-03-02,REP-472,296767.91,30,1.3
2022-02-28,REP-585,105976.18,1,2.2
2022-08-04,REP-125,479767.69,42,4.0
2022-03-11,REP-818,462388.68,38,3.9
2023-01-30,REP-955,224892.11,28,1.8
2022-01-01,REP-131,107780.17,11,1.3
2022-10-07,REP-799,424051.92,46,4.5
2022-06-29,REP-329,56013.15,16,1.8
2022-11-04,REP-504,465021.55,36,2.7
2022-09-16,REP-597,495117.41,39,2.6
2022-10-10,REP-552,253204.64,13,4.5
2022-09-21,REP-363,181260.63,9,1.2
2022-03-02,REP-405,407927.06,19,2.1
2023-04-26,REP-823,266174.57,15,3.1
2023-03-10,REP-285,350388.4,35,4.0
2022-01-11,REP-539,231406.84,27,1.0
2023-01-02,REP-499,488632.39,34,4.4
2022-07-15,REP-653,382158.71,47,1.0
2023-04-27,REP-330,208277.1,50,2.3
2023-02-07,REP-492,434934.58,50,1.1
2022-12-09,REP-520,477894.28,41,1.6
2022-10-16,REP-669,278695.19,21,4.2
2022-05-03,REP-125,81489.58,35,2.9
2023-01-16,REP-826,183155.31,36,4.7
2022-01-21,REP-588,51715.79,38,3.6
2022-09-19,REP-109,56255.89,32,4.4
2023-01-04,REP-482,410868.58,4,4.4
2023-04-18,REP-233,286062.22,42,3.4
2022-02-16,REP-148,212618.4,29,1.0
2022-08-12,REP-666,223370.28,12,2.5
2022-12-09,REP-898,221146.54,39,3.4
2022-09-12,REP-186,80281.17,23,1.9
2022-07-31,REP-714,196322.72,21,4.2
2022-01-26,REP-536,270539.31,35,1.4
2022-11-21,REP-440,234822.12,11,4.2
2022-10-02,REP-425,15857.49,35,4.8
2022-01-21,REP-488,434890.85,19,2.5
2023-03-08,REP-196,37164.67,5,3.0
2022-04-16,REP-625,236773.88,11,4.7
2023-04-24,REP-243,365293.46,37,2.9
2022-09-16,REP-188,171407.1,3,2.1
2022-06-19,REP-878,298454.77,33,4.5
2022-07-05,REP-633,100581.13,27,4.4
2022-02-13,REP-617,169033.9,32,2.7
2022-05-29,REP-619,354191.93,50,3.7
2022-02-10,REP-765,312071.24,15,3.0
2022-09-16,REP-899,371069.34,31,3.7
2022-03-03,REP-584,25708.37,43,1.1
2023-04-09,REP-605,252267.93,39,3.3
2022-10-01,REP-296,369067.28,17,1.5
2022-04-29,REP-161,409633.34,21,1.1
2022-10-04,REP-661,208590.87,45,3.2
2022-03-25,REP-572,427449.85,4,4.6
2023-03-27,REP-339,231811.9,11,1.7
2022-12-26,REP-506,322282.02,12,2.6
2022-06-21,REP-838,212207.23,45,4.3
2022-12-17,REP-312,364097.23,31,2.4
2022-05-12,REP-301,304767.57,16,2.4
2022-11-19,REP-383,67223.64,23,1.0
2022-09-07,REP-883,498041.39,11,4.4
2022-12-31,REP-552,397741.41,35,2.5
2022-04-18,REP-968,448266.43,17,3.9
2023-04-24,REP-539,469751.46,38,1.5
2022-05-04,REP-351,121948.42,43,3.4
2023-03-14,REP-760,110374.04,9,2.9
2023-04-04,REP-190,155618.67,28,3.6
2022-10-26,REP-254,25309.28,24,3.7
2022-03-05,REP-778,200903.88,29,3.0
2022-12-06,REP-270,499320.27,31,3.9
2023-01-22,REP-475,246415.98,42,1.7
2022-04-17,REP-240,458474.95,38,3.2
2022-06-07,REP-216,228939.12,9,2.6
2022-11-06,REP-467,22943.79,34,1.1
2022-11-09,REP-525,301984.64,29,3.3
2022-12-24,REP-937,355130.9,46,1.7
2023-02-18,REP-594,417134.29,38,4.0
2022-04-03,REP-131,82064.15,42,2.8
2022-12-19,REP-633,52574.55,43,2.5
2022-07-26,REP-512,159450.21,39,2.8
2022-10-21,REP-183,378386.73,20,2.5
2022-05-18,REP-883,236116.14,3,4.5
2022-12-07,REP-479,201774.57,18,3.0
2022-09-10,REP-305,306532.35,41,4.6
2022-05-07,REP-119,271453.27,41,2.8
2022-07-28,REP-585,189949.67,28,2.8
2022-12-18,REP-501,354110.85,14,2.8
2023-04-07,REP-470,328813.58,48,2.5
2022-09-13,REP-521,53771.29,1,2.0
2022-10-27,REP-465,401247.62,1,1.3
2022-04-08,REP-751,187574.64,36,2.9
2022-08-11,REP-619,148896.47,48,3.1
2022-05-30,REP-165,28918.89,9,4.3
2022-10-05,REP-101,258797.38,49,4.0
2023-01-09,REP-895,148183.34,44,2.5
2022-10-04,REP-970,439892.15,43,3.0
2022-01-21,REP-616,51387.47,35,4.3
2023-04-09,REP-760,379692.82,44,2.3
2022-07-27,REP-318,277871.37,50,3.2
2023-02-03,REP-722,88027.86,32,2.4
2023-02-15,REP-143,105404.31,36,1.3
2022-03-04,REP-461,153936.08,12,3.7
2023-01-07,REP-811,341742.05,31,3.1
2022-09-11,REP-131,220253.13,29,1.4
2022-02-27,REP-480,248849.25,35,1.6
2023-01-12,REP-713,343098.35,24,3.0
2022-04-27,REP-911,82403.56,9,3.4
2023-04-20,REP-439,479190.66,50,3.9
2022-06-29,REP-265,479482.95,18,1.6
2022-05-04,REP-926,384304.34,38,4.0
2022-07-06,REP-178,223530.94,31,1.4
2022-08-15,REP-814,260292.26,46,4.2
2022-05-13,REP-168,27017.77,25,4.8
2022-01-16,REP-618,485330.24,3,1.4
2022-12-01,REP-195,391150.81,6,1.5
2023-02-03,REP-450,72182.43,39,2.0
2023-01-14,REP-629,85398.88,10,2.0
2022-10-14,REP-525,499474.43,46,3.8
2022-01-24,REP-395,204088.44,34,1.2
2022-03-07,REP-639,190693.0,31,2.2
2022-05-28,REP-352,122717.01,36,1.9
2022-12-07,REP-680,362369.73,18,4.8
2023-02-06,REP-227,347292.4,17,2.0
2023-01-09,REP-429,66715.73,36,1.3
2022-09-29,REP-180,7446.18,8,2.1
2022-06-29,REP-524,140984.02,39,1.9
2022-01-21,REP-449,327983.48,28,4.3
2022-03-04,REP-572,461422.28,15,4.9
2022-02-14,REP-558,344433.38,34,4.8
2023-03-14,REP-385,192060.46,43,2.9
2023-03-21,REP-296,275804.04,43,3.0
2023-04-01,REP-209,130588.21,26,2.3
2022-04-25,REP-239,28415.43,35,2.3
2022-02-25,REP-510,413606.8,48,1.8
2022-10-14,REP-214,12632.24,13,2.8
2022-01-09,REP-633,370109.88,29,3.3
2022-01-18,REP-216,466175.96,18,1.3
2023-01-30,REP-250,435573.19,14,3.4
2023-02-22,REP-126,160487.01,50,2.5
2023-01-04,REP-714,310170.17,27,2.2
2023-03-09,REP-920,162301.99,30,1.3
2023-03-18,REP-744,107793.76,32,4.5
2023-01-01,REP-987,160426.33,48,4.5
2022-11-22,REP-863,182981.64,40,4.7
2022-10-27,REP-443,43651.74,44,2.9
2022-01-05,REP-505,397771.32,14,3.0
2022-05-21,REP-264,450125.03,50,3.3
2022-05-12,REP-858,97372.16,37,1.0
2022-03-15,REP-240,22240.1,30,2.3
2022-02-22,REP-493,465876.83,15,3.8
2022-12-22,REP-970,270503.37,11,4.6
2022-01-03,REP-167,297491.89,46,1.8
2022-02-12,REP-533,15053.03,28,2.8
2022-02-11,REP-300,251674.35,11,4.1
2022-12-14,REP-751,364220.36,30,2.1
2022-07-27,REP-150,296886.85,18,4.5
2022-06-22,REP-432,116444.75,47,4.5
2022-08-18,REP-650,183784.07,7,4.7
2022-05-16,REP-457,131306.5,39,4.2
2022-05-13,REP-527,336986.32,42,3.0
2022-01-24,REP-381,149434.12,18,2.2
2022-05-16,REP-288,389550.82,49,1.1
2023-02-23,REP-796,356421.79,48,1.1
2022-11-27,REP-485,222025.86,14,1.9
2022-10-03,REP-498,421406.26,31,1.1
2022-12-02,REP-141,40724.3,35,2.2
2022-11-15,REP-553,380325.07,9,2.3
2022-07-27,REP-557,280743.96,39,3.5
2022-05-24,REP-889,350482.91,7,3.2
2022-02-02,REP-684,348424.44,24,4.3
2022-11-07,REP-623,307507.42,3,4.2
2022-11-03,REP-856,10337.16,47,4.3
2022-03-19,REP-627,358274.56,49,3.1
2023-04-19,REP-852,67563.42,1,2.7
2023-02-11,REP-286,288735.49,11,3.0
2023-02-04,REP-185,445695.51,49,3.2
2022-09-06,REP-962,466915.33,4,3.4
2022-04-27,REP-411,357956.01,24,2.5
2022-07-15,REP-337,457841.69,43,4.4
2022-03-16,REP-324,262629.73,33,2.5
2022-11-27,REP-269,223586.78,41,2.7
2022-08-09,REP-453,443936.38,40,4.7
2022-08-03,REP-240,314870.8,21,3.4
2022-08-17,REP-783,351683.74,5,4.3
2022-04-27,REP-129,275524.94,27,1.8
2022-01-02,REP-222,45853.23,49,3.4
2022-02-25,REP-220,113095.63,1,2.6
2022-01-31,REP-637,467312.26,40,2.3
2022-02-08,REP-185,322783.01,26,4.1
2022-06-20,REP-440,254689.14,24,3.2
2023-04-12,REP-349,344072.93,27,2.3
2022-04-12,REP-931,166183.48,37,4.4
2022-04-27,REP-599,431475.94,36,2.4
2022-07-28,REP-215,340348.96,45,1.7
2022-04-18,REP-317,245404.35,12,2.1
2023-02-25,REP-340,255157.0,29,3.1
2022-02-24,REP-276,484282.66,8,4.6
2022-10-28,REP-159,129113.06,15,4.2
2022-02-16,REP-342,179045.92,26,4.9
2022-11-01,REP-671,111945.07,13,4.8
2023-04-15,REP-883,437121.99,21,2.7
2022-06-11,REP-581,377071.2,15,1.2
2022-08-16,REP-120,498963.11,2,3.5
2022-01-31,REP-977,273371.99,45,3.2
2022-07-11,REP-247,339400.73,9,2.0
2022-11-27,REP-303,289078.63,34,2.7
2022-07-12,REP-122,146336.34,5,4.0
2022-07-01,REP-321,442077.74,16,1.8
2023-04-23,REP-397,74295.91,30,3.4
2022-06-13,REP-137,304514.5,47,1.6
2022-12-08,REP-707,89907.63,1,2.1
2022-10-13,REP-424,319718.45,20,4.6
2022-04-15,REP-676,378181.03,16,3.3
2022-12-13,REP-287,193399.67,21,3.6
2023-04-16,REP-197,479215.25,19,4.6
2022-04-12,REP-337,147951.54,39,3.5
2022-12-18,REP-913,306046.54,21,5.0
2022-04-24,REP-110,320545.52,39,2.9
2022-04-20,REP-812,112935.17,10,3.2
2023-04-16,REP-644,66394.51,5,1.1
2023-04-03,REP-804,196558.0,25,3.2
2022-09-22,REP-404,286018.29,43,4.9
2023-03-31,REP-379,432237.81,36,2.9
2022-03-13,REP-432,238935.63,39,3.4
2022-07-26,REP-924,448966.51,21,2.4
2022-01-24,REP-337,334510.66,33,4.4
2022-11-23,REP-712,204902.57,26,4.6
2022-10-30,REP-837,389702.11,36,1.5
2022-11-11,REP-560,338753.99,28,3.7
2023-01-29,REP-766,205932.65,37,4.0
2022-08-29,REP-232,37954.78,32,4.5
2022-05-04,REP-886,453519.9,13,3.0
2023-03-31,REP-311,423324.8,8,1.6
2023-03-12,REP-357,163755.23,13,1.9
2022-03-25,REP-569,316877.37,42,2.9
2022-03-05,REP-460,257204.95,7,3.9
2022-11-24,REP-677,222167.36,23,3.9
2022-02-23,REP-547,46581.05,13,4.0
2023-02-09,REP-870,342503.66,10,3.1
2023-04-29,REP-679,292515.41,18,2.8
2022-10-12,REP-786,438667.36,44,4.7
2022-10-15,REP-453,403541.36,4,4.1
2023-01-02,REP-398,55433.21,44,3.3
2022-07-08,REP-899,168498.56,16,3.1
2023-04-12,REP-160,217616.81,26,1.2
2022-05-06,REP-546,200060.62,15,2.5
2023-01-01,REP-621,349012.26,3,1.4
2022-11-28,REP-741,105691.14,43,2.9
2022-02-12,REP-640,381240.9,15,2.4
2022-11-12,REP-817,441069.9,45,3.3
2022-12-18,REP-682,66676.26,30,3.7
2022-09-13,REP-490,208588.77,2,1.1
2022-06-03,REP-504,201895.83,43,3.4
2022-12-26,REP-759,492809.88,39,1.3
2022-06-21,REP-499,310666.3,49,4.5
2023-03-11,REP-794,195783.14,28,2.7
2022-03-13,REP-694,62153.28,21,4.3
2022-08-13,REP-627,296976.99,50,3.1
2022-05-06,REP-827,412400.14,19,4.9
2022-07-19,REP-259,25220.1,11,2.2
2022-06-25,REP-198,295792.57,45,4.9
2022-02-15,REP-681,47191.1,50,1.1
2022-08-28,REP-977,159197.71,21,1.7
2022-11-09,REP-158,390949.91,13,3.6
2022-02-17,REP-794,388655.5,28,3.6
2022-05-25,REP-194,382171.21,32,4.7
2022-05-09,REP-921,370505.99,41,3.2
2022-11-08,REP-185,298173.2,3,4.6
2022-09-10,REP-148,330534.49,22,1.7
2022-06-29,REP-580,193394.39,32,4.0
2022-05-05,REP-430,173292.75,2,2.2
2023-02-25,REP-641,341374.32,35,4.1
2022-06-12,REP-237,132618.75,4,1.0
2022-12-15,REP-760,461613.35,17,1.6
2023-04-07,REP-410,363200.02,22,2.4
2023-03-04,REP-359,200832.07,9,3.6
2022-02-25,REP-798,345876.58,32,2.7
2023-02-20,REP-340,270421.83,40,2.9
2022-05-01,REP-133,226504.14,36,1.4
2022-03-12,REP-184,277655.24,7,1.3
2022-06-17,REP-791,376651.65,49,2.5
2022-10-07,REP-696,123555.1,48,2.8
2022-06-19,REP-739,121155.02,38,2.0
2022-06-30,REP-257,69303.12,45,2.3
2022-03-14,REP-568,135363.69,44,4.0
2023-01-19,REP-522,29505.95,49,1.5
2022-03-02,REP-313,322008.93,35,4.3
2022-04-19,REP-117,341375.98,5,3.4
2022-06-07,REP-789,434550.08,8,2.6
2022-01-29,REP-240,53917.95,33,4.4
2022-06-26,REP-858,249851.67,28,3.1
2022-03-27,REP-239,158198.11,29,4.8
2023-01-14,REP-994,282039.45,4,1.6
2022-07-30,REP-942,144295.54,46,3.2
2023-01-01,REP-996,478997.08,4,2.4
2022-08-18,REP-352,88315.64,3,1.0
2022-10-03,REP-178,75639.4,50,4.5
2022-08-02,REP-468,274667.35,45,2.2
2023-04-14,REP-151,229979.08,48,1.6
2022-09-17,REP-530,89720.22,30,1.8
2022-02-23,REP-808,269244.12,30,2.3
2023-01-30,REP-171,456342.95,6,2.1
2022-10-31,REP-481,163799.89,33,3.9
2023-01-29,REP-796,40013.86,1,3.3
2022-05-24,REP-934,216202.45,6,1.9
2023-02-13,REP-913,215053.4,47,1.1
2023-03-03,REP-138,30993.81,50,3.9
2022-11-18,REP-955,66702.52,3,4.7
2022-10-22,REP-932,158357.46,15,2.5
2022-04-17,REP-977,35044.92,49,5.0
2022-07-07,REP-261,252171.18,37,2.5
2023-01-06,REP-597,65801.56,1,2.3
2022-05-11,REP-100,323019.11,33,1.1
2022-06-17,REP-249,190457.07,23,4.2
2022-04-21,REP-435,22179.31,16,1.1
2022-09-26,REP-298,125665.31,46,1.6
2022-05-15,REP-566,215462.88,1,3.8
2022-07-14,REP-185,400637.91,39,3.1
2023-01-12,REP-424,210877.46,27,2.3
2022-04-05,REP-564,252054.57,31,2.5
2022-10-26,REP-842,230506.91,37,1.3
2022-10-21,REP-636,345639.25,28,4.9
2022-09-25,REP-612,250916.95,1,3.1
2022-05-21,REP-744,112450.04,43,3.1
2023-02-20,REP-322,84945.86,41,4.4
2022-05-02,REP-468,257417.58,32,2.0
2023-03-15,REP-729,331363.03,5,3.5
2022-08-25,REP-912,200009.82,27,2.2
2022-08-30,REP-547,26208.92,15,4.6
2023-02-28,REP-765,266719.32,47,4.8
2022-12-02,REP-260,295463.34,29,4.8
2023-03-13,REP-827,20488.91,47,1.2
2022-08-30,REP-208,90190.44,6,1.4
2022-11-02,REP-617,339561.83,39,4.8
2022-06-22,REP-170,24697.2,21,3.4
2022-06-13,REP-718,446773.6,22,3.3
2023-01-10,REP-367,434481.18,49,3.4
2022-04-10,REP-514,449732.81,47,2.7
2023-02-21,REP-452,36630.81,40,2.8
2022-10-18,REP-753,466317.2,6,1.6
2022-01-26,REP-871,287501.74,23,4.5
2022-02-27,REP-627,393736.85,28,1.5
2022-03-28,REP-686,270008.16,2,3.4
2022-03-23,REP-585,317739.06,12,2.6
2022-10-20,REP-329,17096.11,36,2.9
2023-03-16,REP-410,499726.58,46,4.3
2022-08-31,REP-928,146348.84,11,1.4
2022-12-29,REP-722,377456.3,11,4.6
2022-05-22,REP-993,279376.79,29,4.9
2022-11-22,REP-419,379125.92,17,3.1
2022-02-18,REP-942,314870.33,39,4.7
2023-02-01,REP-404,412714.18,37,4.2
2023-03-04,REP-833,424050.53,34,1.6
2022-11-01,REP-135,244501.02,8,4.8
2022-11-11,REP-529,131692.52,23,1.9
2023-01-06,REP-692,176880.52,43,4.1
2022-07-21,REP-785,20892.06,38,4.8
2023-02-04,REP-978,369468.43,49,4.3
2023-03-27,REP-480,65825.0,19,3.5
2022-02-18,REP-152,288109.4,50,3.4
2022-01-25,REP-851,492156.08,26,1.4
2022-12-02,REP-472,254701.8,15,3.1
2022-06-13,REP-363,358230.16,39,2.5
2022-09-17,REP-425,343434.12,42,2.3
2022-11-23,REP-684,496207.06,11,4.3
2022-04-21,REP-939,174755.01,7,3.3
2022-11-08,REP-710,149261.84,38,2.9
2022-01-13,REP-341,330396.96,10,2.6
2022-02-10,REP-566,207703.99,9,2.1
2022-11-05,REP-441,112777.61,17,2.4
2023-02-26,REP-430,193456.84,46,4.6
2022-05-31,REP-903,252154.85,25,1.6
2023-04-04,REP-746,281287.71,10,2.4
2022-02-12,REP-154,66422.92,7,1.9
2023-02-06,REP-931,105839.37,36,2.0
2022-06-14,REP-883,281534.85,33,4.5
2022-10-11,REP-926,185467.8,20,1.6
2022-06-15,REP-596,357157.98,17,3.9
2022-12-22,REP-312,90276.29,9,1.2
2022-05-18,REP-435,360066.09,14,3.7
2022-06-18,REP-969,281127.81,12,3.5
2022-02-16,REP-403,248543.23,29,1.8
2022-01-23,REP-825,456715.53,46,2.6
2022-02-26,REP-574,189567.19,39,3.8
2023-03-02,REP-268,145222.31,16,4.3
2022-10-06,REP-786,56909.91,1,1.3
2022-02-20,REP-377,364047.78,17,3.7
2022-08-01,REP-899,487615.84,25,4.4
2022-09-18,REP-165,312964.33,50,1.9
2022-04-26,REP-572,433248.49,37,1.2
2022-06-26,REP-883,196581.7,27,4.5
2022-12-02,REP-892,465405.51,18,3.0
2022-12-31,REP-114,238698.5,1,3.0
2022-02-15,REP-144,212628.55,17,1.8
2023-03-06,REP-429,356280.98,40,4.1
2022-04-24,REP-384,197483.97,8,2.4
2022-06-19,REP-455,30706.79,23,1.6
